-0.3042	-7.2178
-1.6285	-7.7402
0.2576	-8.5295
-0.4342	-6.108
-0.0909	-6.5561
-0.8527	-7.7802
2.4332	-5.706
1.5326	-6.6901
-1.6306	-4.8925
-0.1331	-3.1846
1.3157	-8.3512
-1.7782	-9.9241
-2.0606	-10.6818
-0.0841	-7.9359
-0.1561	-7.3589
0.0247	-5.4548
-1.5783	-4.2161
-0.8811	-10.8786
2.7019	-8.2474
-0.9854	-8.3219
-0.1451	-9.602
1.2993	-5.9486
1.6286	-4.6431
1.5237	-5.8183
0.6424	-8.8409
2.3823	-6.4662
1.0867	-7.2214
-3.1318	-5.7943
2.6469	-9.6179
-0.5921	-4.0024
0.4468	-6.3774
1.8958	-5.5117
-0.8957	-8.1075
-0.8582	-8.4311
-3.5465	-5.2583
-0.2546	-5.3767
-0.0139	-7.0387
-0.1292	-6.3254
1.2559	-8.7515
0.4035	-5.3874
-5.3841	1.0743
-5.386	-1.2274
-9.2286	-0.2039
-9.6565	2.4331
-7.1299	2.0443
-5.8335	-1.7096
-6.4583	4.3005
-4.6446	2.7093
-8.4196	4.7986
-6.0075	-1.0707
-3.1135	-1.7803
-7.4479	0.0584
-4.7492	3.6821
-5.6199	-1.4803
-7.7271	0.6339
-10.2927	3.2559
-6.7309	3.6592
-2.6253	0.4024
-7.8469	-1.6502
-7.5521	-3.4181
-7.7781	2.0733
-6.5443	-0.5255
-6.9173	-1.0423
-6.5654	3.7405
-8.8706	3.3455
-3.9658	0.432
-6.1575	-0.1375
-8.9114	1.3468
-9.3435	0.2169
-10.3865	-0.6694
-3.9124	2.1223
-7.1056	-4.162
-3.2387	3.6116
-7.1422	2.0997
-8.2399	3.0982
-5.6316	2.5162
-6.8807	-0.7119
-8.9787	-1.247
-7.5948	1.0608
-7.1631	0.0803
-6.9603	-1.9153
-7.5688	1.3227
-7.6083	1.1286
-6.2171	1.3456
-9.0589	1.595
-4.4546	-1.0669
-8.7315	-1.0762
-8.1126	2.1578
-10.0708	4.0553
-2.3886	0.7214
-5.0793	0.0889
-8.4703	-0.0815
-4.9065	-0.2341
-9.7894	-0.7015
-7.3198	0.8085
-10.5967	-0.4658
-3.8239	-0.8327
-7.3765	3.528
-8.8372	2.4128
-6.3537	1.8887
8.1194	-6.9947
5.0309	-6.1305
5.9148	-7.9488
7.3142	-9.3297
6.4566	-6.0895
8.2378	-6.5338
3.9108	-7.9195
8.6157	-9.7428
6.3901	-8.5931
5.0232	-8.705
8.8855	-8.6929
7.9256	-7.6779
6.6017	-7.3398
9.5661	-10.1783
9.5551	-6.9696
8.0115	-8.1552
5.979	-9.566
7.5975	-7.6454
6.441	-10.4509
7.1735	-8.1743
8.5786	-9.5868
8.6127	-8.7734
7.2654	-7.8726
5.7376	-8.2056
6.0871	-9.3853
7.8526	-7.6995
8.9738	-8.9675
4.1315	-7.5709
5.8196	-8.0629
6.1977	-6.8067
5.6825	-8.3055
7.3116	-9.6377
9.8668	-10.0745
5.7593	-8.5392
7.2145	-9.1293
6.2702	-7.601
7.7699	-7.991
5.619	-7.3732
4.7235	-6.284
6.7913	-8.8211
5.0966	-8.2714
7.2297	-9.2251
8.082	-9.415
8.0029	-7.9886
8.6765	-8.2946
7.3347	-8.7398
5.6197	-9.3515
6.724	-7.0669
9.1914	-7.6806
6.8476	-7.5109
6.7364	-8.7358
5.9636	-7.7953
6.6308	-8.2272
7.9908	-8.3153
5.2875	-5.8944
6.8492	-8.4346
3.6811	-7.3546
4.9267	-7.1697
4.0461	-7.2597
5.3694	-8.3193
6.4422	-7.8013
7.6367	-7.7506
5.5499	-7.0745
4.5253	-9.1343
8.3301	-10.0626
5.3018	-8.9578
8.6164	-8.3968
7.4142	-9.6554
6.9043	-8.3797
8.6389	-7.5707
6.4353	-7.7153
4.6481	-7.9498
8.1757	-7.0226
6.421	-6.226
8.0871	-6.1848
7.3149	-7.9445
6.6357	-7.5708
4.659	-9.3443
8.0323	-7.7495
9.111	-7.6691
